id,verb_id,tense,person,pronoun,is_regular,correct_stem,correct_ending,distractor_stems,distractor_endings,aux_stem,aux_ending,distractor_aux_stems,distractor_aux_endings,rule_summary,explanation_translations
7a095342-8daf-456c-9b5b-9559211efdff,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,je,je,TRUE,prendr,ais,"{""pren"",""prenn"",""prend""}","{""ai"",""as"",""ois""}",,,,,Simple tense; future stem 'prendr-' + imperfect ending 'ais'.,"{""en"":""The conditional uses the future stem 'prendr-' and adds 'ais'."",""zh"":""条件式使用将来时词根 'prendr-' 并加上 'ais'。"",""ja"":""条件法は未来形の語幹 'prendr-' に 'ais' を加えます。"",""fr"":""Le conditionnel utilise le radical du futur 'prendr-' et ajoute 'ais'.""}"
0195ff4d-34c0-4684-9979-0a439ebf92fe,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,tu,tu,TRUE,prendr,ais,"{""pren"",""prenn"",""prend""}","{""as"",""ai"",""ois""}",,,,,Simple tense; stem 'prendr-' + ending 'ais'.,"{""en"":""For 'tu', use stem 'prendr-' + 'ais'."",""zh"":""对于 'tu'，使用词根 'prendr-' + 'ais'。"",""ja"":""'tu' の場合、語幹 'prendr-' + 'ais' を使います。"",""fr"":""Pour 'tu', utilisez le radical 'prendr-' + 'ais'.""}"
12755351-6779-4206-9176-93e203a1834e,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,il,il,TRUE,prendr,ait,"{""pren"",""prenn"",""prend""}","{""a"",""ais"",""it""}",,,,,Simple tense; stem 'prendr-' + ending 'ait'.,"{""en"":""For 'il', use stem 'prendr-' + 'ait'."",""zh"":""对于 'il'，使用词根 'prendr-' + 'ait'。"",""ja"":""'il' の場合、語幹 'prendr-' + 'ait' を使います。"",""fr"":""Pour 'il', utilisez le radical 'prendr-' + 'ait'.""}"
b6c8a14d-0c0c-4ba1-8a61-210b4859cb1c,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,elle,elle,TRUE,prendr,ait,"{""pren"",""prenn"",""prend""}","{""a"",""ais"",""it""}",,,,,Simple tense; stem 'prendr-' + ending 'ait'.,"{""en"":""For 'elle', use stem 'prendr-' + 'ait'."",""zh"":""对于 'elle'，使用词根 'prendr-' + 'ait'。"",""ja"":""'elle' の場合、語幹 'prendr-' + 'ait' を使います。"",""fr"":""Pour 'elle', utilisez le radical 'prendr-' + 'ait'.""}"
afe65a60-fe1c-4074-b8ba-478ec811fdf9,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,nous,nous,TRUE,prendr,ions,"{""pren"",""prenn"",""prend""}","{""ons"",""iez"",""ais""}",,,,,Simple tense; stem 'prendr-' + ending 'ions'.,"{""en"":""For 'nous', use stem 'prendr-' + 'ions'."",""zh"":""对于 'nous'，使用词根 'prendr-' + 'ions'。"",""ja"":""'nous' の場合、語幹 'prendr-' + 'ions' を使います。"",""fr"":""Pour 'nous', utilisez le radical 'prendr-' + 'ions'.""}"
15e6aab3-947c-4c46-aa8b-957222c5dc2e,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,vous,vous,TRUE,prendr,iez,"{""pren"",""prenn"",""prend""}","{""ez"",""ions"",""ais""}",,,,,Simple tense; stem 'prendr-' + ending 'iez'.,"{""en"":""For 'vous', use stem 'prendr-' + 'iez'."",""zh"":""对于 'vous'，使用词根 'prendr-' + 'iez'。"",""ja"":""'vous' の場合、語幹 'prendr-' + 'iez' を使います。"",""fr"":""Pour 'vous', utilisez le radical 'prendr-' + 'iez'.""}"
7a10b105-0879-45b8-b391-99ac756f9eb7,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,ils,ils,TRUE,prendr,aient,"{""pren"",""prenn"",""prend""}","{""ont"",""ent"",""ais""}",,,,,Simple tense; stem 'prendr-' + ending 'aient'.,"{""en"":""For 'ils', use stem 'prendr-' + 'aient'."",""zh"":""对于 'ils'，使用词根 'prendr-' + 'aient'。"",""ja"":""'ils' の場合、語幹 'prendr-' + 'aient' を使います。"",""fr"":""Pour 'ils', utilisez le radical 'prendr-' + 'aient'.""}"
c2636bcf-45e6-4164-8a55-93d2d1dbf630,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Présent,elles,elles,TRUE,prendr,aient,"{""pren"",""prenn"",""prend""}","{""ont"",""ent"",""ais""}",,,,,Simple tense; stem 'prendr-' + ending 'aient'.,"{""en"":""For 'elles', use stem 'prendr-' + 'aient'."",""zh"":""对于 'elles'，使用词根 'prendr-' + 'aient'。"",""ja"":""'elles' の場合、語幹 'prendr-' + 'aient' を使います。"",""fr"":""Pour 'elles', utilisez le radical 'prendr-' + 'aient'.""}"
443e0436-1cf3-4e61-a743-323f991e4c3d,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,je,Que je,FALSE,prenn,e,"{""pren"",""prend"",""prendr""}","{""es"",""is"",""it""}",,,,,Simple tense; stem 'prenn-' (doubled 'n') + ending 'e'.,"{""en"":""The subjunctive for 'je' uses the stem 'prenn-' (from 'ils prennent') plus 'e'."",""zh"":""虚拟式 'je' 使用 'ils prennent' 的词根 'prenn-' 加上 'e'。"",""ja"":""接続法の 'je' は、'ils prennent' の語幹 'prenn-' に 'e' を加えます。"",""fr"":""Le subjonctif pour 'je' utilise le radical 'prenn-' (de 'ils prennent') plus 'e'.""}"
5c718a8e-fbfa-486e-94b6-6de3719893c3,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,tu,Que tu,FALSE,prenn,es,"{""pren"",""prend"",""prendr""}","{""e"",""is"",""ez""}",,,,,Simple tense; stem 'prenn-' + ending 'es'.,"{""en"":""For 'tu', use the doubled 'n' stem 'prenn-' + 'es'."",""zh"":""对于 'tu'，使用双写 'n' 的词根 'prenn-' + 'es'。"",""ja"":""'tu' の場合、'n' を重ねた語幹 'prenn-' + 'es' を使います。"",""fr"":""Pour 'tu', utilisez le radical avec double 'n' 'prenn-' + 'es'.""}"
2aca40aa-5e00-4654-b7a8-56cf8af26868,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,il,Qu'il,FALSE,prenn,e,"{""pren"",""prend"",""prendr""}","{""es"",""it"",""at""}",,,,,Simple tense; stem 'prenn-' + ending 'e'.,"{""en"":""For 'il', use stem 'prenn-' + 'e'."",""zh"":""对于 'il'，使用词根 'prenn-' + 'e'。"",""ja"":""'il' の場合、語幹 'prenn-' + 'e' を使います。"",""fr"":""Pour 'il', utilisez le radical 'prenn-' + 'e'.""}"
6c0a5b50-7c93-4ac1-99c4-1fb846c70863,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,elle,Qu'elle,FALSE,prenn,e,"{""pren"",""prend"",""prendr""}","{""es"",""it"",""at""}",,,,,Simple tense; stem 'prenn-' + ending 'e'.,"{""en"":""For 'elle', use stem 'prenn-' + 'e'."",""zh"":""对于 'elle'，使用词根 'prenn-' + 'e'。"",""ja"":""'elle' の場合、語幹 'prenn-' + 'e' を使います。"",""fr"":""Pour 'elle', utilisez le radical 'prenn-' + 'e'.""}"
3ad13863-0ce9-405c-b316-d824b2f8ddc1,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,nous,Que nous,FALSE,pren,ions,"{""prenn"",""prend"",""prendr""}","{""ons"",""iez"",""ent""}",,,,,Simple tense; stem 'pren-' (single 'n') + ending 'ions'.,"{""en"":""For 'nous', the stem reverts to 'pren-' (single 'n'). Add 'ions'."",""zh"":""对于 'nous'，词根变回 'pren-'（单写 'n'）。加上 'ions'。"",""ja"":""'nous' の場合、語幹は 'pren-'（'n' は1つ）に戻ります。'ions' を加えます。"",""fr"":""Pour 'nous', le radical redevient 'pren-' (un seul 'n'). Ajoutez 'ions'.""}"
54acdf08-c5d8-4866-84af-2b8185ef81f3,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,vous,Que vous,FALSE,pren,iez,"{""prenn"",""prend"",""prendr""}","{""ez"",""ions"",""ent""}",,,,,Simple tense; stem 'pren-' (single 'n') + ending 'iez'.,"{""en"":""For 'vous', use stem 'pren-' + 'iez'."",""zh"":""对于 'vous'，使用词根 'pren-' + 'iez'。"",""ja"":""'vous' の場合、語幹 'pren-' + 'iez' を使います。"",""fr"":""Pour 'vous', utilisez le radical 'pren-' + 'iez'.""}"
58033d78-152a-48bd-9ab7-cde542e25e34,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,ils,Qu'ils,FALSE,prenn,ent,"{""pren"",""prend"",""prendr""}","{""e"",""ont"",""ions""}",,,,,Simple tense; stem 'prenn-' (doubled 'n') + ending 'ent'.,"{""en"":""For 'ils', stem is 'prenn-' (doubled 'n') + 'ent'."",""zh"":""对于 'ils'，词根是 'prenn-'（双写 'n'）+ 'ent'。"",""ja"":""'ils' の場合、語幹は 'prenn-'（'n' 重ね）+ 'ent' です。"",""fr"":""Pour 'ils', le radical est 'prenn-' (double 'n') + 'ent'.""}"
817bee86-947c-4a3a-9eaf-36a2c5b2b3e5,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Subjonctif Présent,elles,Qu'elles,FALSE,prenn,ent,"{""pren"",""prend"",""prendr""}","{""e"",""ont"",""ions""}",,,,,Simple tense; stem 'prenn-' (doubled 'n') + ending 'ent'.,"{""en"":""For 'elles', use 'prenn-' + 'ent'."",""zh"":""对于 'elles'，使用 'prenn-' + 'ent'。"",""ja"":""'elles' の場合、'prenn-' + 'ent' を使います。"",""fr"":""Pour 'elles', utilisez 'prenn-' + 'ent'.""}"
80f2dd80-dece-4253-b5af-5774beedb972,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,je,j',FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",ai,,"{""suis"",""as"",""a""}",,Compound tense using 'avoir'; past participle 'pris' (irregular).,"{""en"":""Passé Composé uses 'avoir' + the irregular participle 'pris'."",""zh"":""复合过去时使用 'avoir' + 不规则过去分词 'pris'。"",""ja"":""複合過去は 'avoir' + 不規則な過去分詞 'pris' を使います。"",""fr"":""Le passé composé utilise 'avoir' + le participe irrégulier 'pris'.""}"
ab9980b6-8af6-486a-87da-c20600ff1f8c,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,tu,tu,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",as,,"{""es"",""ai"",""a""}",,Compound tense using 'avoir'; past participle 'pris'.,"{""en"":""For 'tu', use 'as' + 'pris'."",""zh"":""对于 'tu'，使用 'as' + 'pris'。"",""ja"":""'tu' の場合、'as' + 'pris' を使います。"",""fr"":""Pour 'tu', utilisez 'as' + 'pris'.""}"
05ca40f7-d75d-43f9-9694-5e0370f42825,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,il,il,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",a,,"{""est"",""as"",""ai""}",,Compound tense using 'avoir'; past participle 'pris'.,"{""en"":""For 'il', use 'a' + 'pris'."",""zh"":""对于 'il'，使用 'a' + 'pris'。"",""ja"":""'il' の場合、'a' + 'pris' を使います。"",""fr"":""Pour 'il', utilisez 'a' + 'pris'.""}"
bcbed35c-1a7f-4688-acd8-0e1c77516bb9,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,elle,elle,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",a,,"{""est"",""as"",""ai""}",,Compound tense using 'avoir'; past participle 'pris' (no agreement).,"{""en"":""For 'elle', use 'a' + 'pris' (no agreement with subject for avoir)."",""zh"":""对于 'elle'，使用 'a' + 'pris'（'avoir' 不与主语配合）。"",""ja"":""'elle' の場合、'a' + 'pris' を使います（'avoir' は主語と一致しません）。"",""fr"":""Pour 'elle', utilisez 'a' + 'pris' (pas d'accord avec le sujet pour avoir).""}"
4a2121e2-1409-46be-9df0-a8a99b5a6147,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,nous,nous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",avons,,"{""sommes"",""avez"",""ont""}",,Compound tense using 'avoir'; past participle 'pris'.,"{""en"":""For 'nous', use 'avons' + 'pris'."",""zh"":""对于 'nous'，使用 'avons' + 'pris'。"",""ja"":""'nous' の場合、'avons' + 'pris' を使います。"",""fr"":""Pour 'nous', utilisez 'avons' + 'pris'.""}"
36f18fc7-f321-4d12-ba63-ae359147efd2,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,vous,vous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",avez,,"{""êtes"",""avons"",""ont""}",,Compound tense using 'avoir'; past participle 'pris'.,"{""en"":""For 'vous', use 'avez' + 'pris'."",""zh"":""对于 'vous'，使用 'avez' + 'pris'。"",""ja"":""'vous' の場合、'avez' + 'pris' を使います。"",""fr"":""Pour 'vous', utilisez 'avez' + 'pris'.""}"
69e101c5-7e99-47d0-bf59-4abc87a9311a,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,ils,ils,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",ont,,"{""sont"",""avez"",""a""}",,Compound tense using 'avoir'; past participle 'pris'.,"{""en"":""For 'ils', use 'ont' + 'pris'."",""zh"":""对于 'ils'，使用 'ont' + 'pris'。"",""ja"":""'ils' の場合、'ont' + 'pris' を使います。"",""fr"":""Pour 'ils', utilisez 'ont' + 'pris'.""}"
d56e68f4-d28e-4923-944c-9c6b5c901dce,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Passé Composé,elles,elles,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",ont,,"{""sont"",""avez"",""a""}",,Compound tense using 'avoir'; past participle 'pris' (no agreement).,"{""en"":""For 'elles', use 'ont' + 'pris'."",""zh"":""对于 'elles'，使用 'ont' + 'pris'。"",""ja"":""'elles' の場合、'ont' + 'pris' を使います。"",""fr"":""Pour 'elles', utilisez 'ont' + 'pris'.""}"
bc80bfe8-992c-48aa-b056-7e6360137181,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,je,j',FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,ais,"{""ét"",""aur"",""a""}","{""ait"",""as"",""ois""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""Plus-que-parfait uses 'avoir' in imperfect ('avais') + 'pris'."",""zh"":""愈过去时使用 'avoir' 的未完成过去时 ('avais') + 'pris'。"",""ja"":""大過去は 'avoir' の半過去 ('avais') + 'pris' を使います。"",""fr"":""Le plus-que-parfait utilise 'avoir' à l'imparfait ('avais') + 'pris'.""}"
ff257b60-4488-4485-a0ac-8cb1215ad24c,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,tu,tu,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,ais,"{""ét"",""aur"",""a""}","{""ait"",""as"",""ois""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'tu', use 'avais' + 'pris'."",""zh"":""对于 'tu'，使用 'avais' + 'pris'。"",""ja"":""'tu' の場合、'avais' + 'pris' を使います。"",""fr"":""Pour 'tu', utilisez 'avais' + 'pris'.""}"
9d5122dd-bda3-4fa3-b1aa-83659441cda5,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,il,il,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,ait,"{""ét"",""aur"",""a""}","{""ais"",""a"",""it""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'il', use 'avait' + 'pris'."",""zh"":""对于 'il'，使用 'avait' + 'pris'。"",""ja"":""'il' の場合、'avait' + 'pris' を使います。"",""fr"":""Pour 'il', utilisez 'avait' + 'pris'.""}"
c5fe88b8-eee1-4e08-a0df-c29c4ee55b92,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,elle,elle,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,ait,"{""ét"",""aur"",""a""}","{""ais"",""a"",""it""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'elle', use 'avait' + 'pris'."",""zh"":""对于 'elle'，使用 'avait' + 'pris'。"",""ja"":""'elle' の場合、'avait' + 'pris' を使います。"",""fr"":""Pour 'elle', utilisez 'avait' + 'pris'.""}"
07d33db9-5225-4f4d-b37c-85de04276124,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,nous,nous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,ions,"{""ét"",""aur"",""a""}","{""ons"",""iez"",""aient""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'nous', use 'avions' + 'pris'."",""zh"":""对于 'nous'，使用 'avions' + 'pris'。"",""ja"":""'nous' の場合、'avions' + 'pris' を使います。"",""fr"":""Pour 'nous', utilisez 'avions' + 'pris'.""}"
416d053e-6521-4584-a365-805fdf81b829,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,vous,vous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,iez,"{""ét"",""aur"",""a""}","{""ez"",""ions"",""aient""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'vous', use 'aviez' + 'pris'."",""zh"":""对于 'vous'，使用 'aviez' + 'pris'。"",""ja"":""'vous' の場合、'aviez' + 'pris' を使います。"",""fr"":""Pour 'vous', utilisez 'aviez' + 'pris'.""}"
cec9580a-320b-4edc-8489-4a99d26590ad,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,ils,ils,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,aient,"{""ét"",""aur"",""a""}","{""ont"",""ent"",""iez""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'ils', use 'avaient' + 'pris'."",""zh"":""对于 'ils'，使用 'avaient' + 'pris'。"",""ja"":""'ils' の場合、'avaient' + 'pris' を使います。"",""fr"":""Pour 'ils', utilisez 'avaient' + 'pris'.""}"
f3e8e885-5bb3-48d9-bb74-f5df3d811801,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Plus-que-parfait,elles,elles,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",av,aient,"{""ét"",""aur"",""a""}","{""ont"",""ent"",""iez""}",Compound tense using 'avoir' (imparfait) + 'pris'.,"{""en"":""For 'elles', use 'avaient' + 'pris'."",""zh"":""对于 'elles'，使用 'avaient' + 'pris'。"",""ja"":""'elles' の場合、'avaient' + 'pris' を使います。"",""fr"":""Pour 'elles', utilisez 'avaient' + 'pris'.""}"
bd054636-8e14-4659-8a38-653d99e8c0ea,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,je,j',FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ai,"{""ser"",""av"",""a""}","{""ais"",""as"",""a""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""Futur Antérieur uses 'avoir' in future ('aurai') + 'pris'."",""zh"":""先将来时使用 'avoir' 的将来时 ('aurai') + 'pris'。"",""ja"":""前未来は 'avoir' の未来形 ('aurai') + 'pris' を使います。"",""fr"":""Le futur antérieur utilise 'avoir' au futur ('aurai') + 'pris'.""}"
30ec108f-2747-4131-b781-5754c2b6d1e9,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,tu,tu,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,as,"{""ser"",""av"",""a""}","{""a"",""es"",""ai""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'tu', use 'auras' + 'pris'."",""zh"":""对于 'tu'，使用 'auras' + 'pris'。"",""ja"":""'tu' の場合、'auras' + 'pris' を使います。"",""fr"":""Pour 'tu', utilisez 'auras' + 'pris'.""}"
f713608b-38e1-4ad5-a033-8afb1901b8d0,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,il,il,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,a,"{""ser"",""av"",""a""}","{""as"",""ai"",""e""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'il', use 'aura' + 'pris'."",""zh"":""对于 'il'，使用 'aura' + 'pris'。"",""ja"":""'il' の場合、'aura' + 'pris' を使います。"",""fr"":""Pour 'il', utilisez 'aura' + 'pris'.""}"
8a970fff-7032-4d53-900b-a11d1bf3a15c,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,elle,elle,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,a,"{""ser"",""av"",""a""}","{""as"",""ai"",""e""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'elle', use 'aura' + 'pris'."",""zh"":""对于 'elle'，使用 'aura' + 'pris'。"",""ja"":""'elle' の場合、'aura' + 'pris' を使います。"",""fr"":""Pour 'elle', utilisez 'aura' + 'pris'.""}"
afb77600-51f2-4382-9ece-0177ff0e4e55,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,nous,nous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ons,"{""ser"",""av"",""a""}","{""ez"",""ont"",""ions""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'nous', use 'aurons' + 'pris'."",""zh"":""对于 'nous'，使用 'aurons' + 'pris'。"",""ja"":""'nous' の場合、'aurons' + 'pris' を使います。"",""fr"":""Pour 'nous', utilisez 'aurons' + 'pris'.""}"
6b62f705-1957-4816-a661-64bace002780,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,vous,vous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ez,"{""ser"",""av"",""a""}","{""ons"",""ont"",""iez""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'vous', use 'aurez' + 'pris'."",""zh"":""对于 'vous'，使用 'aurez' + 'pris'。"",""ja"":""'vous' の場合、'aurez' + 'pris' を使います。"",""fr"":""Pour 'vous', utilisez 'aurez' + 'pris'.""}"
6d69a9a8-35fa-4419-8083-d5273c337720,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,ils,ils,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ont,"{""ser"",""av"",""a""}","{""ent"",""ez"",""ons""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'ils', use 'auront' + 'pris'."",""zh"":""对于 'ils'，使用 'auront' + 'pris'。"",""ja"":""'ils' の場合、'auront' + 'pris' を使います。"",""fr"":""Pour 'ils', utilisez 'auront' + 'pris'.""}"
3a118897-8744-4b5b-af12-07d24234713d,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Futur Antérieur,elles,elles,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ont,"{""ser"",""av"",""a""}","{""ent"",""ez"",""ons""}",Compound tense using 'avoir' (future) + 'pris'.,"{""en"":""For 'elles', use 'auront' + 'pris'."",""zh"":""对于 'elles'，使用 'auront' + 'pris'。"",""ja"":""'elles' の場合、'auront' + 'pris' を使います。"",""fr"":""Pour 'elles', utilisez 'auront' + 'pris'.""}"
bae84dd7-90ea-4624-b6d5-da2f6f518f74,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,je,j',FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ais,"{""ser"",""av"",""a""}","{""ai"",""as"",""ois""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""Conditionnel Passé uses 'avoir' in conditional ('aurais') + 'pris'."",""zh"":""条件式过去时使用 'avoir' 的条件式 ('aurais') + 'pris'。"",""ja"":""条件法過去は 'avoir' の条件法 ('aurais') + 'pris' を使います。"",""fr"":""Le conditionnel passé utilise 'avoir' au conditionnel ('aurais') + 'pris'.""}"
e0b57b3c-cbc8-4d29-ae46-07cc322feeee,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,tu,tu,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ais,"{""ser"",""av"",""a""}","{""as"",""ai"",""ois""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""For 'tu', use 'aurais' + 'pris'."",""zh"":""对于 'tu'，使用 'aurais' + 'pris'。"",""ja"":""'tu' の場合、'aurais' + 'pris' を使います。"",""fr"":""Pour 'tu', utilisez 'aurais' + 'pris'.""}"
f7af0b9f-1535-4fb9-b9e2-b05edb74bbad,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,il,il,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ait,"{""ser"",""av"",""a""}","{""a"",""ais"",""it""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""For 'il', use 'aurait' + 'pris'."",""zh"":""对于 'il'，使用 'aurait' + 'pris'。"",""ja"":""'il' の場合、'aurait' + 'pris' を使います。"",""fr"":""Pour 'il', utilisez 'aurait' + 'pris'.""}"
06df397e-69d4-4c6e-9e86-ab301cb10ec3,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,elle,elle,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ait,"{""ser"",""av"",""a""}","{""a"",""ais"",""it""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""For 'elle', use 'aurait' + 'pris'."",""zh"":""对于 'elle'，使用 'aurait' + 'pris'。"",""ja"":""'elle' の場合、'aurait' + 'pris' を使います。"",""fr"":""Pour 'elle', utilisez 'aurait' + 'pris'.""}"
f30f5d39-5de2-494a-8525-30a5a8fd843a,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,nous,nous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,ions,"{""ser"",""av"",""a""}","{""ons"",""iez"",""ais""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""For 'nous', use 'aurions' + 'pris'."",""zh"":""对于 'nous'，使用 'aurions' + 'pris'。"",""ja"":""'nous' の場合、'aurions' + 'pris' を使います。"",""fr"":""Pour 'nous', utilisez 'aurions' + 'pris'.""}"
77f8de5c-036b-440b-947d-b2cd80165d5e,e5a55b9c-f01d-4d45-a9c9-45a9989a601d,Conditionnel Passé,vous,vous,FALSE,pris,,"{""prené"",""prendu"",""prit""}","{""e"",""s"",""t""}",aur,iez,"{""ser"",""av"",""a""}","{""ez"",""ions"",""ais""}",Compound tense using 'avoir' (conditional) + 'pris'.,"{""en"":""For 'vous', use 'auriez' + 'pris'."",""zh"":""对于 'vous'，使用 'auriez' + 'pris'。"",""ja"":""'vous' の場合、'auriez' + 'pris' を使います。"",""fr"":""Pour 'vous', utilisez 'auriez' + 'pris'.""}"
